product_title,category_label,number_of_views,merchant_rating,listing_date,title_word_count,title_char_count,longest_word_length
intel xeon e5 2680v4 processor 2.4 ghz 35 mb smart cache,CPUs,1440.0,1.4,2024-12-17,11,56,9
intel xeon e5 2680v4 processor 2.4 ghz 35 mb smart cache,CPUs,1340.0,1.2,2023-04-05,11,56,9
intel xeon e5 2680 2.4 ghz 14 core 28 threads 35 mb cache speicher lga2011 v3 socket tray cm8066002031501,CPUs,2221.0,1.2,2022-03-02,19,105,15
intel xeon processor d 1541 12m cache 2.10 ghz 12mb,CPUs,2392.0,2.5,2023-01-04,10,51,9
intel xeon d 1541 2.1 ghz 8 core 16 threads 12 mb cache fcbga1667 socket oem,CPUs,1361.0,2.3,2023-12-20,16,76,9
intel xeon processor d 1521 6m cache 2.40 ghz 6mb,CPUs,591.0,3.9,2023-06-30,10,49,9
intel xeon d 1521 2.4 ghz 4 cores 8 threads 6 mb cache fcbga1667 socket oem,CPUs,526.0,4.0,2024-11-06,16,75,9
intel xeon processor d 1571 24m cache 1.30 ghz 24mb l3,CPUs,2503.0,1.2,2023-05-11,11,54,9
intel xeon d 1571 1.3 ghz 16 core 32 threads 24 mb cache fcbga1667 socket oem,CPUs,1292.0,1.9,2023-05-12,16,77,9
intel core i5 6350hq processor 6m cache up to 3.20 ghz 2.3ghz 6mb smart cache,CPUs,1654.0,2.1,2023-05-20,15,77,9
intel core i5 6350hq 2.3 ghz 4 cores 4 threads 6 mb cache lga1440 socket oem,CPUs,4906.0,3.2,2024-08-26,16,76,7
intel core i7 6770hq processor 6m cache up to 3.50 ghz 2.6ghz 6mb smart cache,CPUs,187.0,1.6,2024-12-28,15,77,9
intel core i7 6770hq 2.6 ghz 4 cores 8 threads 6 mb cache lga1440 socket oem,CPUs,2758.0,1.5,2022-06-10,16,76,7
intel core i7 6970hq processor 8m cache up to 3.70 ghz 2.8ghz 8mb smart cache,CPUs,528.0,4.8,2023-12-19,15,77,9
intel core i7 6970hq 2.8 ghz 4 cores 8 threads 8 mb cache lga1440 socket oem,CPUs,433.0,4.2,2024-09-19,16,76,7
amd a8 7670k amd fm2 95w s2.0 radeon r7 quad core pib,CPUs,3512.0,1.7,2022-09-26,12,53,6
amd a8 7670k 3.6 ghz 4 cores 4 threads 4 mb cache socket fm2 box,CPUs,1804.0,2.6,2023-11-30,15,64,7
intel core i3 6320 processor 3.9 ghz 4 mb smart cache,CPUs,302.0,2.4,2024-05-14,11,53,9
intel core i3 6320 cpu prozessor 3.9 ghz 2 kerne 4 threads 4 mb cache speicher lga1151 socket oem cm8066201926904,CPUs,4182.0,4.2,2022-12-16,20,113,15
intel core i3 6320,CPUs,437.0,3.0,2022-04-20,4,18,5
intel core i3 6100u processor 3m cache 2.30 ghz 2.3ghz 3mb smart cache,CPUs,2588.0,1.5,2023-02-11,13,70,9
intel core i3 6100u 2.3 ghz 2 cores 4 threads 3 mb cache lga1356 socket oem,CPUs,832.0,4.0,2023-10-12,16,75,7
intel core i3 6100h processor 3m cache 2.70 ghz 2.7ghz 3mb smart cache,CPUs,796.0,2.6,2022-02-20,13,70,9
intel core i3 6100h 2.7 ghz 2 cores 4 threads 3 mb cache fcbga1440 socket oem,CPUs,559.0,2.1,2024-12-27,16,77,9
intel xeon processor d 1520 6m cache 2.20 ghz 2.2ghz 6mb l3,CPUs,3588.0,2.5,2023-08-19,12,59,9
intel xeon d 1520 2.2 ghz 4 cores 8 threads 6 mb cache fcbga1667 socket oem,CPUs,761.0,3.0,2024-09-05,16,75,9
intel core i7 6700 3.4 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,CPUs,3574.0,2.4,2024-12-01,16,74,7
intel core i7 i7 6700 quad core 4 core 3.40 ghz processor socket h4 lga 1151,CPUs,3785.0,2.0,2024-01-01,16,76,9
intel core i7 i7 6700 quad core 4 core 3.40 ghz processor socket h4 lga 1151,CPUs,2514.0,2.6,2022-02-26,16,76,9
intel xeon processor d 1540 12m cache 2.00 ghz 2ghz 12mb l3,CPUs,684.0,1.1,2024-01-08,12,59,9
intel xeon d 1540 2 ghz 8 core 16 threads 12 mb cache fcbga1167 socket oem,CPUs,4233.0,4.1,2022-07-15,16,74,9
intel xeon processor e7 4850 v3 35m cache 2.20 ghz 2.2ghz 35mb last level cache,CPUs,577.0,1.7,2024-12-21,15,79,9
intel xeon e7 4850v3 2.2 ghz 14 core 28 threads 35 mb cache lga2011 socket oem,CPUs,4805.0,1.2,2022-04-22,16,78,7
intel xeon processor e5 4667 v3 40m cache 2.00 ghz 2ghz 40mb l3,CPUs,227.0,3.6,2024-02-04,13,63,9
intel xeon e5 4667v3 2 ghz 16 core 32 threads 40 mb cache lga2011 socket oem,CPUs,2328.0,4.1,2023-12-12,16,76,7
intel xeon processor e7 8870 v3 45m cache 2.10 ghz 2.1ghz 45mb last level cache,CPUs,2731.0,4.3,2024-08-05,15,79,9
intel xeon e7 8870v3 2.1 ghz 18 core 36 threads 45 mb cache lga2011 socket oem,CPUs,827.0,3.0,2022-01-26,16,78,7
intel xeon processor e5 4650 v3 30m cache 2.10 ghz 2.1ghz 30mb l3,CPUs,430.0,1.8,2023-02-14,13,65,9
intel xeon e5 4650v3 2.1 ghz 12 core 24 threads 30 mb cache lga2011 socket oem,CPUs,1063.0,3.9,2024-01-28,16,78,7
intel xeon processor e7 8890 v3 45m cache 2.50 ghz 2.3ghz 45mb last level cache,CPUs,1709.0,3.8,2023-06-15,15,79,9
intel xeon e7 8890v3 2.5 ghz 18 core 36 threads 45 mb cache lga2011 socket oem,CPUs,1234.0,2.0,2024-01-19,16,78,7
intel xeon processor e7 4830 v3 30m cache 2.10 ghz 2.1ghz 30mb last level cache,CPUs,301.0,4.6,2022-09-03,15,79,9
intel xeon e7 4830v3 2.1 ghz 12 core 24 threads 30 mb cache lga2011 socket oem,CPUs,1420.0,1.4,2023-10-24,16,78,7
intel xeon processor e7 8860 v3 40m cache 2.20 ghz 2.2ghz 40mb last level cache,CPUs,4628.0,4.9,2024-06-27,15,79,9
intel xeon e7 8860v3 2.2 ghz 16 core 32 threads 40 mb cache lga2011 socket oem,CPUs,768.0,4.4,2023-01-31,16,78,7
intel xeon processor e5 4640 v3 30m cache 1.90 ghz 1.9ghz 30mb l3,CPUs,1404.0,3.8,2023-06-06,13,65,9
intel xeon e5 4640v3 1.9 ghz 12 core 24 threads 30 mb cache lga2011 socket oem,CPUs,443.0,4.8,2024-07-14,16,78,7
intel xeon processor e7 8867 v3 45m cache 2.50 ghz 2.5ghz 45mb l3,CPUs,3104.0,3.9,2022-09-21,13,65,9
intel xeon e7 8867v3 2.5 ghz 16 core 32 threads 45 mb cache lga2011 socket oem,CPUs,4355.0,1.8,2024-02-29,16,78,7
intel xeon processor e5 4627 v3 25m cache 2.60 ghz 2.6ghz 25mb l3,CPUs,3305.0,2.8,2022-06-21,13,65,9
intel xeon e5 4627v3 2.6 ghz 10 core 10 threads 25 mb cache lga2011 socket oem,CPUs,1538.0,1.3,2022-09-22,16,78,7
intel xeon processor e7 8891 v3 45m cache 2.80 ghz 2.8ghz 45mb last level cache,CPUs,3930.0,2.6,2024-11-15,15,79,9
intel xeon e7 8891v3 2.8 ghz 10 core 20 threads 45 mb cache lga2011 socket oem,CPUs,1331.0,4.0,2023-04-21,16,78,7
intel xeon processor e7 8880l v3 45m cache 2.00 ghz 2ghz 45mb last level cache,CPUs,69.0,2.5,2022-12-22,15,78,9
intel xeon e7 8880lv3 2 ghz 18 core 36 threads 45 mb cache lga2011 socket oem,CPUs,3435.0,2.3,2024-11-15,16,77,7
intel xeon processor e5 4669 v3 45m cache 2.10 ghz 2.1ghz 45mb l3,CPUs,480.0,3.4,2022-02-03,13,65,9
intel xeon e5 4669v3 2.1 ghz 18 core 36 threads 45 mb cache lga2011 socket oem,CPUs,4094.0,4.5,2022-09-21,16,78,7
intel xeon processor e5 4660 v3 35m cache 2.10 ghz 2.1ghz 35mb l3,CPUs,3496.0,1.2,2024-03-26,13,65,9
intel xeon e5 4660v3 2.1 ghz 14 core 28 threads 35 mb cache lga2011 socket oem,CPUs,2793.0,2.5,2024-05-24,16,78,7
intel xeon processor e5 4655 v3 30m cache 2.90 ghz 2.9ghz 30mb l3 box,CPUs,2892.0,1.6,2024-01-24,14,69,9
intel xeon e5 4655v3 2.9 ghz 6 core 12 threads 30 mb cache lga2011 socket oem,CPUs,1198.0,3.8,2023-07-20,16,77,7
intel xeon processor e5 2648l v2 25m cache 1.90 ghz,CPUs,2372.0,1.4,2023-04-07,10,51,9
intel xeon processor e5 2648l v2 25m cache 1.90 ghz 1.9ghz 25mb smart cache,CPUs,1892.0,3.7,2023-10-17,14,75,9
intel xeon processor e5 2648l v2 25m cache 1.90 ghz,CPUs,1883.0,2.1,2022-03-22,10,51,9
intel xeon processor e7 8880 v3 45m cache 2.30 ghz 2.3ghz 45mb last level cache,CPUs,797.0,1.8,2024-01-27,15,79,9
intel xeon e7 8880v3 2.3 ghz 18 core 36 threads 45 mb cache lga2011 socket oem,CPUs,17.0,4.7,2024-05-19,16,78,7
intel xeon e7 8893v3 3.2 ghz 4 cores 8 threads 45 mb cache lga2011 socket oem,CPUs,154.0,2.8,2023-08-22,16,77,7
intel xeon e5 2628lv3 2 ghz 10 core 20 threads 25 mb cache lga2011 v3 socket oem,CPUs,3448.0,2.9,2024-12-12,17,80,7
intel core intel core i3 4170 processor 3m cache 3.70 ghz 4th g,CPUs,4838.0,3.0,2024-09-10,13,63,9
intel core i3 4170 3.70ghz socket 1150 3mb l3 cache retail boxed processor,CPUs,4080.0,2.3,2023-12-05,13,74,9
intel bx80646i34170 core i3 4170 3.7ghz processor 3mb l3 cache 5gt/s bus speed boxed,CPUs,1425.0,1.5,2023-04-21,14,84,13
intel xeon processor e5 2697 v3 35m cache 2.60 ghz 2.6ghz 35mb l3,CPUs,4320.0,2.5,2023-08-15,13,65,9
intel xeon e5 2697v3 2.6 ghz 14 core 28 threads 35 mb cache lga2011 v3 socket oem,CPUs,4312.0,3.7,2022-01-16,17,81,7
intel xeon processor e5 2687w v3 25m cache 3.10 ghz 3.1ghz 25mb l3,CPUs,3639.0,4.1,2023-05-02,13,66,9
intel xeon processor e5 2418l v2 15m cache 2.00 ghz 2ghz 15mb smart cache,CPUs,4126.0,3.1,2023-12-07,14,73,9
intel xeon e5 2418lv2 2 ghz 6 core 12 threads 15 mb cache lga1356 socket oem,CPUs,1892.0,3.4,2023-09-12,16,76,7
intel xeon e5 2660v3 processor 2.6 ghz 25 mb smart cache,CPUs,897.0,1.8,2024-10-15,11,56,9
intel xeon e5 2660v3 processor 2.6 ghz 25 mb smart cache,CPUs,3424.0,2.1,2024-02-16,11,56,9
intel xeon e5 2660v3 processor 2.6 ghz 25 mb smart cache,CPUs,4540.0,1.6,2023-03-23,11,56,9
intel xeon processor e5 2683 v3 35m cache 2.00 ghz 2ghz 35mb smart cache,CPUs,1258.0,2.0,2022-10-17,14,72,9
intel xeon e5 2683v3 2 ghz 14 core 28 threads 35 mb cache lga2011 v3 socket oem,CPUs,2015.0,1.9,2022-07-28,17,79,7
intel xeon e5 1620v3 3.5 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket box,CPUs,4833.0,3.1,2023-02-17,17,80,7
intel xeon e5 1620v3 processor 3.5 ghz 10 mb lga2011 v3 socket,CPUs,1702.0,3.3,2023-11-08,12,62,9
intel xeon e5 1620v3 3.5 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket box,CPUs,873.0,4.8,2023-10-26,17,80,7
intel core intel core i7 5820k processor 15m cache up to 3.60 ghz,CPUs,565.0,1.8,2022-10-17,13,65,9
intel core i7 5820k 3.30ghz 6 core 12 threads socket 2011 v3 15mb cache retail boxed processor,CPUs,2018.0,3.6,2022-05-31,17,94,9
intel core i7 5820k 3.3 ghz 6 core 12 threads 15 mb cache lga2011 v3 socket box,CPUs,1885.0,4.3,2024-05-04,17,79,7
amd a6 7400k apu processor,CPUs,2123.0,3.2,2023-08-31,5,26,9
amd a series a6 7400k black 3.5ghz 2mb l2 box processor,CPUs,4642.0,2.0,2023-01-05,11,55,9
a series a6 7400k black 3.5ghz 2mb l2 box processor,CPUs,2314.0,2.1,2023-12-06,10,51,9
intel core i3 4360 processor 4m cache 3.70 ghz 3.7ghz 4mb l3,CPUs,4412.0,1.2,2024-04-05,12,60,9
intel core i3 4360 3.7 ghz 2 cores 4 threads 4 mb cache lga1150 socket oem,CPUs,3883.0,2.2,2024-10-01,16,74,7
intel xeon e3 1241v3 3.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket box,CPUs,3192.0,4.0,2023-01-12,16,76,7
intel xeon e3 1241v3 3.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket box,CPUs,1859.0,1.2,2024-08-30,16,76,7
intel xeon e3 1226v3 3.3 ghz 4 cores 4 threads 8 mb cache lga1150 socket box,CPUs,24.0,1.9,2022-04-28,16,76,7
intel xeon e3 1226v3 3.3 ghz 4 cores 4 threads 8 mb cache lga1150 socket box,CPUs,3503.0,3.8,2024-10-25,16,76,7
intel xeon e3 1246v3 3.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket box,CPUs,4255.0,4.1,2023-03-20,16,76,7
intel xeon e3 1246v3 3.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket box,CPUs,1137.0,2.8,2024-01-25,16,76,7
intel core i5 4590t processor 6m cache up to 3.00 ghz 2ghz 6mb smart cache,CPUs,4995.0,3.8,2023-10-02,15,74,9
intel core i5 4590t 2 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,CPUs,1189.0,2.6,2022-05-04,16,73,7
intel core intel core i5 4590 processor 6m cache up to 3.70 ghz,CPUs,4798.0,1.6,2023-10-20,13,63,9
intel core i5 4590 3.30ghz socket 1150 6mb l3 cache retail boxed processor bx80646i54590,CPUs,4096.0,2.6,2024-04-01,14,88,13
intel bx80646i54590 core i5 4590,CPUs,3157.0,3.3,2023-10-26,5,32,13
intel core i5 4590 cpu prozessor 3 3 ghz 4 kerne lga1150 sockel haswell box bx80646i54590,CPUs,2367.0,4.8,2022-12-26,16,89,13
amd opteron 6338p 2.3 ghz 12 core 16 mb cache socket g34 pib/wof,CPUs,4477.0,1.3,2023-09-15,13,64,7
amd 6338p opteron processor 12 core,CPUs,1741.0,3.0,2024-12-16,6,35,9
amd a4 6300 3.7ghz dual core socket fm2 cpu processor,CPUs,3746.0,3.0,2023-03-28,10,53,9
amd ad6300okhlbox cpu a4 6300 3.7ghz skt fm2 l2 1mb 65w pib green and black,CPUs,897.0,1.1,2022-04-30,15,75,13
amd ad6300okhlbox cpu a4 6300 3.7ghz skt fm2 l2 1mb 65w pib green and black,CPUs,4023.0,2.3,2023-08-05,15,75,13
intel xeon processor e7 8850 v2 24m cache 2.30 ghz 2.3ghz,CPUs,716.0,4.3,2022-04-09,11,57,9
intel xeon processor e7 8850 v2 24m cache 2.30 ghz 2.3ghz 24mb l3,CPUs,3967.0,3.2,2023-05-29,13,65,9
intel xeon processor e7 8850 v2 24m cache 2.30 ghz 2.3ghz,CPUs,4021.0,2.8,2023-10-26,11,57,9
intel xeon processor e7 8880 v2 37.5m cache 2.50 ghz,CPUs,3215.0,2.1,2023-02-05,10,52,9
intel xeon processor e7 8880 v2 37.5m cache 2.50 ghz 2.5ghz 37.5mb l3,CPUs,390.0,2.2,2022-12-31,13,69,9
intel xeon processor e7 8880 v2 37.5m cache 2.50 ghz,CPUs,3884.0,2.5,2023-08-04,10,52,9
intel xeon e5 2407v2 2.4 ghz 4 cores 4 threads 10 mb cache lga1356 socket box,CPUs,1699.0,4.3,2023-09-13,16,77,7
intel xeon e5 2407v2 2.4 ghz 4 cores 4 threads 10 mb cache lga1356 socket box,CPUs,3037.0,4.9,2024-04-07,16,77,7
intel core i5 4300m processor 3m cache up to 3.30 ghz 2.6ghz 3mb smart cache box,CPUs,232.0,2.8,2022-09-04,16,80,9
intel core i5 4300m 2.6 ghz 2 cores 4 threads 3 mb cache pga946 socket box,CPUs,1926.0,2.6,2023-03-10,16,74,7
amd fx 6350 3.9ghz 8mb l3 processor,CPUs,3131.0,4.4,2023-09-07,7,35,9
amd black edition amd fx 6350 3.9 ghz 6 core 8 mb cache socket am3 oem,CPUs,3306.0,2.7,2024-07-31,16,70,7
intel xeon processor e5 2430l v2 15m cache 2.40 ghz,CPUs,2724.0,3.2,2024-08-20,10,51,9
intel xeon processor e5 2430l v2 15m cache 2.40 ghz 2.4ghz 15mb smart cache,CPUs,4801.0,1.9,2023-09-16,14,75,9
intel xeon processor e5 2430l v2 15m cache 2.40 ghz,CPUs,233.0,4.0,2022-11-17,10,51,9
intel xeon processor e5 2420 v2 15m cache 2.20 ghz 2.2ghz,CPUs,1391.0,3.1,2024-05-05,11,57,9
intel xeon processor e5 2420 v2 15m cache 2.20 ghz 2.2ghz 15mb smart cache,CPUs,2892.0,4.2,2022-03-03,14,74,9
intel xeon processor e5 2420 v2 15m cache 2.20 ghz 2.2ghz,CPUs,1255.0,4.1,2022-10-27,11,57,9
intel xeon e5 2695v2 2.4 ghz 12 core 24 threads 30 mb cache lga2011 socket box,CPUs,2538.0,1.9,2023-02-07,16,78,7
intel xeon e5 2660v2 processor 2.2 ghz 25 mb l3,CPUs,3690.0,3.9,2024-08-12,10,47,9
intel xeon e5 2660v2 2.2 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,CPUs,889.0,4.2,2022-09-10,16,78,7
intel core i3 4340 3.6 ghz 2 cores 4 threads 4 mb cache lga1150 socket box,CPUs,4687.0,2.4,2023-04-23,16,74,7
intel core i3 4340 3.60ghz socket 1150 4mb cache retail boxed processor inc fan heatsink,CPUs,745.0,1.7,2022-06-09,15,88,9
intel core i3 4340 dual core cpu retail socket 1150 3.60ghz 4mb 54w extended memory 64 technology execute disable bit,CPUs,1719.0,1.0,2024-08-18,20,117,10
amd a series a6 6400k 3.9ghz 1mb l2 processor,CPUs,427.0,2.8,2022-07-24,9,45,9
amd a6 6400k 3.9 ghz 4 cores 1 mb cache socket fm2 oem,CPUs,731.0,2.4,2024-05-07,13,54,6
amd fx 4350 vishera 4.2ghz socket am3 125w quad core desktop processor fd4350frhkbox,CPUs,799.0,3.2,2024-01-30,13,84,13
amd black edition amd fx 4350 4.2 ghz 4 cores 8 mb cache socket am3 box,CPUs,4297.0,1.8,2023-12-22,16,71,7
amd black edition amd fx 6350 3.9 ghz 6 core 6 threads 8 mb cache socket am3 box,CPUs,835.0,4.4,2024-11-06,18,80,7
amd bulldozer fx 6 6350 black edition 6 core 3.9ghz socket am3 14mb l3 cache orochi core retail boxed inc fan heatsink processor,CPUs,134.0,2.0,2022-03-09,23,128,9
amd fx 6350 black edition cpu am3 hex core 3.90ghz 14mb 125w advanced bit manipulation,CPUs,2538.0,1.9,2022-05-13,15,86,12
intel xeon e3 1220v3 3.1 ghz 4 kerne 4 threads 8 mb cache speicher lga1150 socket oem cm8064601467204,CPUs,3718.0,2.9,2024-07-07,18,101,15
intel xeon e5 2648l processor 1.8 ghz 20 mb smart cache,CPUs,40.0,3.0,2023-03-06,11,55,9
intel xeon e5 2648l processor 1.8 ghz 20 mb smart cache,CPUs,3367.0,1.9,2022-11-04,11,55,9
intel xeon e5 2648l processor 1.8 ghz 20 mb smart cache,CPUs,2415.0,2.1,2023-10-12,11,55,9
intel core i7 4770s processor 8m cache up to 3.90 ghz 3.1ghz 8mb l3,CPUs,2040.0,1.7,2023-02-16,14,67,9
intel core i7 4770s 3.1 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,CPUs,4339.0,3.9,2022-04-07,16,75,7
intel xeon e3 1265lv3 2.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,CPUs,2949.0,4.1,2024-11-16,16,77,7
intel xeon e3 1265l v3 quad core 4 core 2.50 ghz processor,CPUs,4261.0,2.8,2024-12-19,12,58,9
intel xeon e3 1265l v3 quad core 4 core 2.50 ghz processor,CPUs,3466.0,3.9,2022-07-21,12,58,9
sennheiser cedpc 1,CPUs,3088.0,3.9,2024-02-01,3,18,10
amd a6 series dual core a6 6400k 3.9ghz accelerated processing unit,CPUs,4823.0,1.6,2024-05-23,11,67,11
amd richland a6 6400k 3.90ghz 4.10ghz turbo socket fm2 dual core unlocked fan and heatsink retail processor,CPUs,1115.0,4.9,2023-08-04,17,107,9
amd opteron 6278 2.4ghz 16mb l2 processor,CPUs,4578.0,4.3,2023-01-05,7,41,9
amd opteron 6278 2.4ghz 16mb l2 processor,CPUs,2590.0,1.8,2023-06-17,7,41,9
amd opteron 6278 2.4ghz 16mb l2 processor,CPUs,3573.0,1.7,2024-06-17,7,41,9
amd opteron 6386 2.8ghz 16mb l3 processor,CPUs,2978.0,1.5,2023-08-30,7,41,9
hp 6386se amd opteron processor kit for dl585 g7 server,CPUs,2447.0,1.6,2024-05-22,10,55,9
amd opteron 6386 2.8ghz 16mb l3 processor,CPUs,1230.0,4.0,2024-02-09,7,41,9
amd opteron 6284 se 2.7ghz 16mb l2 processor,CPUs,2666.0,2.9,2024-04-13,8,44,9
amd opteron 6284 se 2.7ghz 16mb l2 processor,CPUs,4975.0,4.1,2024-09-25,8,44,9
amd opteron 6284 se 2.7ghz 16mb l2 processor,CPUs,4925.0,4.0,2024-07-26,8,44,9
amd opteron 6376 2.3 ghz 16 core 16 threads 16 mb cache socket g34 oem,CPUs,4854.0,3.4,2022-08-24,15,70,7
amd opteron 6376 2.3ghz 16mb l2 processor,CPUs,4258.0,3.7,2022-06-11,7,41,9
amd opteron 6378 2.4ghz 16mb l3 processor,CPUs,2594.0,1.1,2023-07-08,7,41,9
amd opteron 6378 2.4ghz 16mb l3 processor,CPUs,3430.0,2.2,2024-02-27,7,41,9
amd opteron 6378 2.4ghz 16mb l3 processor,CPUs,2917.0,3.6,2024-12-27,7,41,9
hewlett packard enterprise dl380e gen8 intel xeon e5 2450,CPUs,2952.0,1.0,2023-07-13,9,57,10
hewlett packard enterprise dl380e gen8 intel xeon e5 2450 2.10ghz/8 core/20mb/95w 2.1ghz 20mb l3 processor,CPUs,1995.0,1.1,2022-09-18,15,106,13
hewlett packard enterprise dl380e gen8 intel xeon e5 2450,CPUs,3891.0,4.4,2022-08-05,9,57,10
hewlett packard enterprise intel xeon e5 2450 kit 2.1ghz 20mb l3,CPUs,306.0,3.7,2024-03-15,11,64,10
hewlett packard enterprise intel xeon e5 2450 kit 2.1ghz 20mb l3 processor,CPUs,1362.0,2.1,2022-07-20,12,74,10
hewlett packard enterprise intel xeon e5 2450 kit 2.1ghz 20mb l3,CPUs,2102.0,3.8,2023-02-06,11,64,10
hewlett packard enterprise dl360e gen8 intel xeon e5 2450,CPUs,3030.0,4.2,2022-10-02,9,57,10
hewlett packard enterprise dl360e gen8 intel xeon e5 2450 2.10ghz/8 core/20mb/95w 2.1ghz 20mb l3 processor,CPUs,332.0,2.2,2022-07-25,15,106,13
hewlett packard enterprise dl360e gen8 intel xeon e5 2450,CPUs,2752.0,1.1,2024-11-29,9,57,10
intel xeon processor e5 4610 15m cache 2.40 ghz 7.20 gt/s qpi 2.4ghz 15mb,CPUs,242.0,4.7,2024-05-16,14,73,9
intel xeon e5 4610 2.4 ghz 6 core 12 threads 15 mb cache lga2011 socket oem,CPUs,1884.0,2.4,2022-04-03,16,75,7
intel xeon e5 4607 processor 2.2 ghz 12 mb l3,CPUs,1432.0,1.4,2024-12-01,10,45,9
intel xeon e5 4607 processor 2.2 ghz 12 mb l3,CPUs,2550.0,3.0,2023-01-14,10,45,9
intel xeon e5 4607 processor 2.2 ghz 12 mb l3,CPUs,302.0,4.1,2022-03-06,10,45,9
intel xeon processor e5 4603 10m cache 2.00 ghz 6.40 gt/s,CPUs,4330.0,1.9,2022-12-31,11,57,9
intel xeon processor e5 4603 10m cache 2.00 ghz 6.40 gt/s qpi 2ghz 10mb l3,CPUs,3109.0,2.1,2024-03-31,15,74,9
intel xeon processor e5 4603 10m cache 2.00 ghz 6.40 gt/s,CPUs,2186.0,2.0,2024-11-13,11,57,9
intel xeon e5 4607 processor 2.2 ghz box 12 mb smart cache,CPUs,4290.0,5.0,2023-06-24,12,58,9
intel xeon e5 4607 processor 2.2 ghz box 12 mb smart cache,CPUs,1550.0,1.8,2024-12-21,12,58,9
intel xeon e5 4610 processor 2.4 ghz box 15 mb smart cache,CPUs,1792.0,3.3,2023-05-06,12,58,9
intel xeon e5 4610 processor 2.4 ghz box 15 mb smart cache,CPUs,646.0,4.7,2022-08-17,12,58,9
hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,4656.0,1.6,2024-11-09,8,44,9
hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,712.0,4.9,2022-01-03,8,44,9
hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,4508.0,4.8,2024-06-29,8,44,9
hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,537.0,4.5,2022-11-03,11,70,10
hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,234.0,1.9,2023-03-08,11,70,10
hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,2396.0,3.5,2022-05-16,11,70,10
hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,1504.0,4.0,2023-05-30,11,70,10
hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,1374.0,4.9,2022-07-12,11,70,10
hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,4511.0,1.7,2024-05-22,11,70,10
hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,1909.0,4.1,2023-10-28,11,70,10
hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,915.0,2.4,2022-07-28,11,70,10
hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,3958.0,1.7,2024-08-09,11,70,10
hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz,CPUs,80.0,2.7,2024-11-23,11,66,10
hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz 15mb l3 processor,CPUs,2083.0,4.2,2023-10-11,14,84,10
hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz,CPUs,2688.0,2.9,2022-04-30,11,66,10
amd opteron 6282 se 2.6ghz 16mb l3 processor,CPUs,1690.0,3.2,2023-09-19,8,44,9
amd opteron 6282 se 2.6ghz 16mb l3 processor,CPUs,756.0,5.0,2023-06-09,8,44,9
amd opteron 6282 se 2.6ghz 16mb l3 processor,CPUs,2670.0,2.6,2024-02-08,8,44,9
amd opteron 6262 he processor,CPUs,3751.0,3.5,2023-05-27,5,29,9
amd opteron 6262 he processor,CPUs,467.0,2.6,2024-02-11,5,29,9
hewlett packard enterprise intel xeon e5 2640 2.5ghz 15mb l3 processor,CPUs,1494.0,3.8,2024-01-10,11,70,10
hewlett packard enterprise intel xeon e5 2640 2.5ghz 15mb l3 processor,CPUs,1019.0,4.8,2023-06-06,11,70,10
hewlett packard enterprise intel xeon e5 2640 2.5ghz 15mb l3 processor,CPUs,901.0,3.2,2022-05-14,11,70,10
hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit,CPUs,672.0,4.1,2022-09-05,10,61,10
hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit 2.4ghz 20mb l3 processor,CPUs,438.0,1.4,2023-03-12,14,86,10
hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit,CPUs,4222.0,1.8,2023-11-17,10,61,10
hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,2076.0,3.0,2023-08-09,8,44,9
